idFrameElement,frameName,name,coreType,description
3155,Shapes,Shape_prop,cty_peripheral,This describes a property of the #Shape.
3156,Shapes,Count,cty_peripheral,The number of units of the measured #Substance.
10993,Sharing,Protagonists,cty_core,"The jointly expressed participants in the use of the #Entity.

<ex>It was a small house so <fex name=""Pros"">they</fex> had to <t>share</t> the bed.</ex>"
10994,Sharing,Protagonist_1,cty_core,"The participant that is encoded as the subject of an active-form sentence or as a by-PP in a passive, who partakes in the joint usage of the #Entity.

<ex><fex name=""Pro1"">I</fex> <t>shared</t> my breakfast with the woman on my right, because she had forgotten hers.</ex>"
10995,Sharing,Protagonist_2,cty_core,"The participant in the reciprocal event that is coded in a with-PP, who partakes in the usage of the #Entity along with #Protagonist_1.

<ex>When I looked back, Henry was <t>sharing</t> his juice <fex name=""Pro2"">with his classmate</fex>.</ex>"
10996,Sharing,Entity,cty_core,"The object that is shared by the #Protagonists.

<ex>Prices are based on two people <t>sharing</t> <fex name=""Entity"">a twin room</fex>.</ex>"
10997,Sharing,Time,cty_peripheral,The time when the #Protagonists share the #Entity.
10998,Sharing,Place,cty_peripheral,The location where the #Protagonists partake jointly in the use of the #Entity.
5849,Sharpness,Entity,cty_core,The #Entity to which the #Sharpness attribute is related.
5850,Sharpness,Attribute,cty_core,The sharpness feature of the #Entity.
5851,Sharpness,Degree,cty_core,A modifier expressing  the deviation of the #Sharpness from the norm or from the value for another #Entity.
5854,Sharpness,Sharpness,cty_core-unexpressed,The #Sharpness value of the #Entity.  This FE is denoted by the adjectives of the frame.
7743,Shooting_scenario,Projectile,cty_core,"The entity whose rapid, dangerous motion is caused by the Agent and/or Firearm."
7744,Shooting_scenario,Agent,cty_core,The #Agent is the person performing the intentional act causing the motion of the #Projectile.
7742,Shooting_scenario,Firearm,cty_peripheral,The device used by the #Agent to cause the motion of the #Projectile.
7745,Shooting_scenario,Distance,cty_peripheral,"This FE is any expression characterizing the extent of motion of the #Projectile. 
<ex>Pat <t>threw</t> the Javelin <fex name=""Distance"">50 meters</fex>.</ex>"
7746,Shooting_scenario,Goal,cty_peripheral,"This FE is the point at which the Theme ends up as a result of the motion. Kim <t>threw</t> the cat <fex name=""Goal"">into the garden</fex>."
7747,Shooting_scenario,Manner,cty_peripheral,Manner of performing an action
7748,Shooting_scenario,Means,cty_peripheral,An act of the #Agent whereby the rapid motion of the #Projectile is achieved.
7749,Shooting_scenario,Path,cty_peripheral,"This FE is any description of a trajectory of motion which is neither a Source nor Goal. I <t>pushed</t> the trolley <fex name=""Path"">along the street</fex>."
7750,Shooting_scenario,Source,cty_peripheral,"This FE is the starting point of motion. Pat dragged the box <fex name=""Source"">out of the cupboard</fex>."
7751,Shooting_scenario,Degree,cty_peripheral,Degree to which event occurs
7753,Shooting_scenario,Area,cty_peripheral,"This frame element is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular or not to consist of a single, linear path. Locative setting adjuncts may also be assigned this frame element. Kim <t>pushed</t> the lawnmower <fex name=""Area"">around the garden</fex>."
7754,Shooting_scenario,Place,cty_peripheral,"The location in which the shooting event takes place.

<ex>The bankrobbers were crazy enough to <t>shoot</t> at the clerks with an AK-47 <fex name=""Place"">inside the bank</fex></ex>"
7755,Shooting_scenario,Time,cty_peripheral,"The #Time when the shooting event takes place.

<ex>The robbers <t>shot</t> at the clerks <fex name=""Time"">as they ran out of the bank</fex></ex>"
7756,Shooting_scenario,Purpose,cty_peripheral,"The #Agent s purpose in launching the #Projectile

<ex>We mistook a satellite <t>launched</t> <fex name=""pur"">to study earthquakes</fex> to be a missile, so we shot it down over the Pacific.</ex>"
2811,Shoot_projectiles,Projectile,cty_core,"The entity whose rapid, dangerous motion is caused by the Agent and/or Firearm."
2812,Shoot_projectiles,Agent,cty_core,The Agent is the person performing the intentional act causing the motion of the Projectile.
2810,Shoot_projectiles,Firearm,cty_peripheral,The device used by the Agent to cause the motion of the Projectile.
2813,Shoot_projectiles,Distance,cty_peripheral,"This FE is any expression characterizing the extent of motion of the Theme. Pat <t>threw</t> the Javelin <fex name=""Distance"">50 meters</fex>."
2814,Shoot_projectiles,Goal,cty_peripheral,"This FE is the point at which the Theme ends up as a result of the motion. Kim <t>threw</t> the cat <fex name=""Goal"">into the garden</fex>."
2815,Shoot_projectiles,Manner,cty_peripheral,Manner of performing an action
2816,Shoot_projectiles,Means,cty_peripheral,An act of the #Agent whereby the rapid motion of the #Projectile is achieved.
2817,Shoot_projectiles,Path,cty_peripheral,"This FE is any description of a trajectory of motion which is neither a Source nor Goal. I <t>pushed</t> the trolley <fex name=""Path"">along the street</fex>."
2818,Shoot_projectiles,Source,cty_peripheral,"This FE is the starting point of motion. Pat dragged the box <fex name=""Source"">out of the cupboard</fex>."
2819,Shoot_projectiles,Degree,cty_peripheral,Degree to which event occurs
2821,Shoot_projectiles,Area,cty_peripheral,"This frame element is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular or not to consist of a single, linear path. Locative setting adjuncts may also be assigned this frame element. Kim <t>pushed</t> the lawnmower <fex name=""Area"">around the garden</fex>."
2822,Shoot_projectiles,Place,cty_peripheral,"The location in which the shooting event takes place.

<ex>The bankrobbers were crazy enough to <t>shoot</t> at the clerks with an AK-47 <fex name=""Place"">inside the bank</fex></ex>"
2823,Shoot_projectiles,Time,cty_peripheral,"The #Time when the shooting event takes place.

<ex>The robbers <t>shot</t> at the clerks <fex name=""Time"">as they ran out of the bank</fex></ex>"
2824,Shoot_projectiles,Purpose,cty_peripheral,"The #Agent s purpose in launching the #Projectile

<ex>We mistook a satellite <t>launched</t> <fex name=""pur"">to study earthquakes</fex> to be a missile, so we shot it down over the Pacific.</ex>"
8169,Shopping,Shopper,cty_core,"The person who attempts to find the #Goods.
<ex><fex name=""Shopper"">John</fex> <t>shopped</t> for a pencil.</ex>"
8171,Shopping,Goods,cty_core,"This is the entity that the Ground may contain. Typically, it is expressed as a<ment>for</ment>-PP."
8170,Shopping,Ground,cty_peripheral,This is the entity to which the Cognizer pays attention. It is referred to as the #Ground because it serves as the background or context for the #Goods. This FE is usually expressed as a preposition phrase.
8172,Shopping,Manner,cty_peripheral,The #Manner in which the shopping action is done.
8173,Shopping,Means,cty_peripheral,"An act of the #Shopper that allows them to look for (and perhaps purchase) the #Goods.

<ex>They <t>shopped</t> for hot items <fex name=""Mns"">by camping out overnight at shopping malls</fex>.</ex>"
8174,Shopping,Outcome,cty_peripheral,The failure or success of an attempt.
8175,Shopping,Place,cty_peripheral,A spatial setting larger than the Ground in which the Shopping event occurs.
8176,Shopping,Time,cty_peripheral,"This FE identifies the time when the shopping occurs.

<ex>The children were <t>shopping</t> for gifts for their parents <fex name=""Time"">before Christmas</fex>.</ex>"
8177,Shopping,Purpose,cty_peripheral,An action that the Shopper intends to accomplish by performing the search.
8178,Shopping,Degree,cty_peripheral,This FE identifies the amount of effort put into shopping.
9417,Short_selling,Lender,cty_core,The original owner and soon to be #Lender of the #Assets.
9418,Short_selling,Assets,cty_core,The financial #Assets being traded.
9419,Short_selling,Intermediary,cty_core,The entity that is the borrower to the #Lender and the seller and later repurchaser to the #Market.
9420,Short_selling,Market,cty_core,"The aggregate selling place of many types of financial stocks, bond, securities, etc. The #Market is also a metonym for the people who buy the #Assets."
9421,Short_selling,Purpose,cty_peripheral,"The situation that the #Intermediary wishes to bring about by short selling.  Because this concept is associated with finance, the #Purpose is normally to earn a profit."
9422,Short_selling,Time,cty_peripheral,This FE identifies the time at which the #Intermediary engages in short selling.
9423,Short_selling,Place,cty_peripheral,This FE identifies the place at which the short selling occurs.
9424,Short_selling,Manner,cty_peripheral,"Any description of the intentional act which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of an #Intermediary that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
9425,Short_selling,Means,cty_peripheral,This FE identifies the Means by which an #Intermediary acts intentionally.
6326,Sidereal_appearance,Astronomical_entity,cty_core,"An entity which is periodically visible from the earth s surface.


<ex>Heku left one morning as <fex name=""ast"">the sun</fex> <t>rose</t> along the plain.</ex>"
6321,Sidereal_appearance,Goal,cty_peripheral,The #Goal is the location above the horizon that the #Astronomical_entity ends up in.
6322,Sidereal_appearance,Manner,cty_peripheral,"This FE identifies the #Manner in which the motion of the  #Astronomical_entity takes place. It covers any description of the appearance  which is not covered by more specific FEs such as #Speed,  including general descriptions comparing events (<ment>the same way</ment>), and aesthetic judgements of the event .

<ex>The sun <t>rose</t> <fex name=""man"">beautifully</fex>, but the air was cold.</ex>"
6323,Sidereal_appearance,Path,cty_peripheral,"The sequence of locations that the #Astronomical_entity traverses as it comes over the horizon.

<ex>A pale copper sun <t>rose</t> <fex name=""pat"">through a sea of muted cloud layers</fex>, and now there is no afterglow at all.</ex>"
6324,Sidereal_appearance,Speed,cty_peripheral,"This FE identifies the #Speed at which the #Astronomical_entity comes into view.


<ex>In the summer, the sun <t>comes up</t> <fex name=""spe"">quickly</fex>, and you?ll need to work fast. </ex>"
6325,Sidereal_appearance,Time,cty_peripheral,"This FE identifies the #Time when the #Astronomical_entity appears.

<ex>As the sun <t>came</t> <t>up</t> <fex name=""tim"">at 5:15 am</fex>, it made the red rocks almost glow.</ex>"
6327,Sidereal_appearance,Source,cty_peripheral,"The #Source is the location the #Astronomical_entity is construed to occupy before coming above the horizon.


<ex>The night passed away, and the sun <t>rose</t> <fex name=""Src"">from the ocean</fex>.</ex>"
6329,Sidereal_appearance,Place,cty_peripheral,"This FE identifies the #Place from which the motion of the #Astronomical_entity is viewed.

<ex>The very end of the eclipse will be visible as the sun <t>rises</t> <fex name=""pla"">in some locations in Africa and northeastern North America</fex>.</ex>"
6330,Sidereal_appearance,Degree,cty_peripheral,"The extent to which the #Astronomical_entity comes into view above the horizon.

<ex>When the sun <t>rose</t> <fex name=""deg"">fully</fex>, painting the area a beautiful red gold his father would turn to him and smile.</ex>"
4124,Sign,Indicator,cty_core,The phenomenon that signifies the #Indicated.
4125,Sign,Indicated,cty_core,The phenomenon that is signified by the #Indicator.
4126,Sign,Reliability,cty_peripheral,It indicates the #Reliability of the #Indicator as a sign of the #Indicated.
4127,Sign,Descriptor,cty_peripheral,Any description of the #Indicator not covered by a more specific FE.
5475,Sign_agreement,Signatory,cty_core,"The signatory of the #Agreement.

<ex><fex name=""sig1"">Eisenhower</fex> <t>signed</t> a treaty  with aliens.</ex>"
5476,Sign_agreement,Signature,cty_core,"The entity signifying the identity of the #Signatory, resulting from the act of writing on the #Agreement document.

<ex>The Attorney General seemingly never <m>put</m> his <t><fex name=""sig"">signature</fex></t> on the agreement.</ex>"
5485,Sign_agreement,Agreement,cty_core,"The document which encodes the commitment of the #Signatory.

<ex>I <t>signed</t> <fex name=""agr"">the contract</fex> and now the dealership claims they made a mistake, quoted the price too low and now I have to pay them more money. </ex>"
5478,Sign_agreement,Instrument,cty_peripheral,"An entity directed by the #Signatory that interacts with the #Agreement document so as to produce the #Signature.

<ex>He <t>signed</t> the contract <fex name=""ins"">with a mixture of his own blood and spit</fex>.</ex>"
5479,Sign_agreement,Place,cty_peripheral,The place where the signing occurs.
5480,Sign_agreement,Manner,cty_peripheral,"Any description of the event (or state) which is not covered by more specific FEs, including epistemic modification (<ment>probably</ment>, <ment>presumably</ment>), and general descriptions comparing events (the same way). It may indicate salient characteristics of the #Signatory that also affect the action (<ment>happily</ment>, <ment>eagerly</ment>). 

<ex>Bob <fex name=""man"">eagerly</fex> <t>signed</t> the contract.</ex>"
5481,Sign_agreement,Means,cty_peripheral,"This FE identifies the action whereby the #Signatory achieves the signing of the #Agreement.


<ex>He <t>signed</t> the contract <fex name=""mea"">by writing his name, Cornelis Wynkoop</fex>.</ex>"
5482,Sign_agreement,Purpose,cty_peripheral,"The purpose for which the #Signatory commits to the #Agreement.

<ex><fex name=""pur"">In order to become a Party</fex> Australia will need to <t>sign</t> the Protocol by 31 March 1998 and then take the binding step of ratification.</ex>"
5483,Sign_agreement,Time,cty_peripheral,This FE identifies the #Time at which signature is given.
2762,Silencing,Agent,cty_core,The Agent is the person performing the intentional act.
2768,Silencing,Speaker,cty_core,The sentient entity that is not communicating.
2772,Silencing,Expressor,cty_core,The #Expressor is the #Speaker's voice or other communicative noise emitted by the #Speaker.
2763,Silencing,Instrument,cty_peripheral,The instrument with which an intentional act is performed.
2764,Silencing,Place,cty_peripheral,Where the event takes place.
2765,Silencing,Purpose,cty_peripheral,"The purpose for which an intentional act is performed.
<ex>John <t>quieted</t> the crowd <fex name=""Purpose"">to reassert his authority</fex>.</ex>"
2766,Silencing,Time,cty_peripheral,When the event occurs.
2767,Silencing,Means,cty_peripheral,An act whereby the #Agent silences the #Speaker.
2769,Silencing,Topic,cty_peripheral,This is the subject matter to which the Message pertains. It is typically expressed as a PP Complement headed by about.
2773,Silencing,Manner,cty_peripheral,"Any description of the silencing event  which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously) and general descriptions comparing events (the same way). 

<ex>Kim <t>shushed</t> Pat <fex name=""Manner"">rather haughtily</fex>.</ex>"
2774,Silencing,Degree,cty_peripheral,"The extent to which the #Agent succeeds in creating silence.

<ex>Valois <t>silenced</t> the crowd <fex name=""Degree"">completely</fex> with one commanding gesture</ex>"
4162,Similarity,Entities,cty_core,"This FE marks constituents that express the set of objects or types whose similarity is at issue. 

<ex> <fex name=""Entities"">The two painters</fex>  <m>were</m> <t>alike</t> in being unable to draw acceptably . </ex>
<ex>Agbenugba confirms the <t>resemblances</t> <fex name=""Entities"">between his own experience and that of his protagonist</fex>.</ex>"
4163,Similarity,Entity_1,cty_core,"When there is an asymmetry, #Entity_1 is the entity characterized by its similarity to #Entity_2, whose characteristics are assumed to be known.  #Entity_1 is often an external argument.

<ex>In the first phase <fex name=""Entity_1"">Barthes s approach</fex> <m>has</m> <t>similarities</t> to that of Levi-Strauss.</ex>
<ex><fex name=""Entity_1"">Our economy</fex> <m>is</m> <t>like</t> a healthy plant after a long drought</ex>
<ex>I found a <t>similar</t> <fex name=""ent1"">passage</fex> in Tolkien.</ex>"
4164,Similarity,Entity_2,cty_core,"When the #Entities are expressed separately, #Entity_2 is the one whose characteristics are assumed to be known; it serves as a basis for establishing characteristics of #Entity_1.

<ex>The results of Method 2 <m>show </m>remarkable <t>similarity</t> <fex name=""Entity_2"">to those obtained by Method 1</fex></ex>
<ex>Leadbelly s recordings are not <t>dissimilar</t> <fex name=""Entity_2"">to those of Jimmie Rodgers</fex>.</ex>
<ex>This is a problem <t>different</t> <fex name=""ent2"">from meltdown</fex> only in degree.</ex>
<ex>Here we see a <t>similar</t> case. <fex name=""ent2"">DNI</fex></ex>"
4165,Similarity,Dimension,cty_core,"This FE marks constituents which express a property in respect to which the similarity of the entities is assessed.

<ex>The disc announced Friday is <fex name=""Dimension"">physically</fex> <t>similar</t> to current music CDs </ex>"
4173,Similarity,Differentiating_fact,cty_core,"A fact about #Entity_1 or the #Entities that reveals how #Entity_1 is the same or different from other entities.  (Note the contrast with  as to .)

<ex>His presidency was <t>different</t> <fex name=""Differentiating_fact"">in that it offered a way forward for the common man</fex> .</ex>
<ex>Banks primarily <t>differ</t> <fex name=""Differentiating_fact"">in offering different rates for different risks</fex> .</ex>
<ex>We are all <t>similar</t> <fex name=""Differentiating_fact"">in having two arms , two legs , a mind , and a heart to feel with</fex> .</ex>"
4166,Similarity,Degree,cty_peripheral,"The extent to which entities are similar to each other, in general or with respect to some #Dimension(s)

<ex>The twins are <fex name=""Degree"">very</fex> <t>similar</t>.</ex>"
4167,Similarity,Time,cty_peripheral,This FE identifies the #Time when the similarity occurs or exists.
4168,Similarity,Place,cty_peripheral,The Place is the general area in which similarity occurs or exists
4169,Similarity,Manner,cty_peripheral,This FE identifies the Manner in which Dimension is similar or different
5818,Simple_name,Term,cty_core,The linguistic sign that is used for referring to a type of #Entity.
5819,Simple_name,Entity,cty_core,The type of #Entity that is conventionally referred to by a #Term.
5820,Simple_name,Speaker,cty_peripheral,A speaker or speech community that uses a #Term to refer to a particular #Entity.
5821,Simple_naming,Entity,cty_core,The type of #Entity that is conventionally referred to by a #Term.
5822,Simple_naming,Term,cty_core,The linguistic sign that is used for referring to a type of #Entity.
5823,Simple_naming,Speaker,cty_core,The speaker or speech community that uses a #Term to refer to a particular #Entity.
8264,Simultaneity,Profiled_event,cty_core,The event which is asserted to occur at the same time as the #Landmark_event.
8265,Simultaneity,Landmark_event,cty_core,The event or time period whose timing the #Profiled_event is judged against.
8266,Simultaneity,Events,cty_core-unexpressed,The states-of-affairs which are asserted to be co-timed.
8267,Simultaneity,Degree,cty_peripheral,The degree to which the #Profiled_event and #Landmark_event coincide.
9655,Size,Entity,cty_core,The thing whose size is being considered.
13835,Size,Dimension,cty_core-unexpressed,"The feature of an (actual or possible) #Entity that is measured. In literal examples, it essentially must be size, or a word equivalent to size such as bulk.

<ex>The particles were <t>smaller</t> <fex name=""Dimension"">in size</fex> than expected .</ex>
<ex>Her <fex name="""">huge</fex> <fex name=""Dimension"">girth</fex> interfered with normal daily activities .</ex>
<ex>Chickens hardly have an <t>immense</t> <fex name=""Dimension"">intellect</fex> .</ex>"
9656,Size,Degree,cty_peripheral,The extent to which the size of the #Entity deviates from the norm.
9657,Size,Standard,cty_peripheral,The size of the #Entity may be compared to the size of a #Standard.
2508,Sleep,Sleeper,cty_core,The entity that is sleeping.
2509,Sleep,Duration,cty_peripheral,It identifies the #Duration of time for which a state holds or a process is ongoing.
2510,Sleep,Time,cty_peripheral,It identifies the #Time when the sleep occurs.
2511,Sleep,Place,cty_peripheral,Where the event takes place.
2513,Sleep,Manner,cty_peripheral,"Any description of the sleeping event which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously), secondary effects (quietly, noisily), and general descriptions comparing events (the same way)."
2853,Sleep_wake_cycle,Duration,cty_core,It identifies the #Duration of time for which a state holds or a process is ongoing.
2855,Sleep_wake_cycle,Sleeper,cty_core,The #Sleeper is the entity that is sleeping.
2854,Sleep_wake_cycle,Place,cty_peripheral,It identifies the #Place where the event occurs.
2856,Sleep_wake_cycle,Time,cty_peripheral,It identifies the #Time when the event occurs.
1790,Smuggling,Perpetrator,cty_core,This is the person (or other agent) that illegally takes the goods into or out of a country.
1791,Smuggling,Goods,cty_core,"The FE Goods is anything (including labor, time, or legal rights) that can be illegally taken into our out of a country."
1796,Smuggling,Source,cty_core,The source is the location the goods occupy initially before change of location.
1797,Smuggling,Path,cty_core,The path refers to (a part of the) ground the Goods travel over or to a landmark the Goods travel by.
1798,Smuggling,Goal,cty_core,Goal is the location the Goods end up in.
1792,Smuggling,Duration,cty_peripheral,The amount of time for which a state holds or a process is ongoing.
1793,Smuggling,Place,cty_peripheral,Where the event takes place.
1795,Smuggling,Time,cty_peripheral,When the event occurs.
1799,Smuggling,Means,cty_peripheral,An act of the #Perpetrator which allows them to smuggle the #Goods.
1800,Smuggling,Event,cty_peripheral,The unlawful movement of #Goods.
1801,Smuggling,Manner,cty_peripheral,"A description of the #Event not covered by more specific FEs, including secondary effects (<ment>quietly, loudly</ment>), and general descriptions comparing events (<ment>the same way</ment>). In most cases, it indicates salient characteristics of a #Perpetrator that also affect the action (<ment>presumptuously, coldly, deliberately, eagerly, carefully</ment>).
<ex>The rebels had <fex name=""Manner"">secretly</fex> <t>smuggled</t> in several tonnes of explosives.</ex>"
1802,Smuggling,Purpose,cty_peripheral,"The action that the #Perpetrator is trying to accomplish by the act of smuggling.

<ex>We <t>smuggled</t> you in here <fex name=""Purp"">to try to help</fex> but ...</ex>"
1804,Smuggling,Constant_location,cty_peripheral,"The container, vehicle, or other entity that the #Goods move with and remain stationary with respect to.

<ex>She  ll <t>smuggle</t> them <fex name=""Constant_location"">in suit cases</fex>.</ex>"
1805,Smuggling,Distance,cty_peripheral,The distance travelled by the #Goods.
1806,Smuggling,Speed,cty_peripheral,"The amount of time per distance travelled by the #Goods.

<ex>They <t>smuggled</t> the bomb <fex name=""Speed"">swiftly</fex> through customs.</ex>"
3174,Soaking,Agent,cty_core,The #Agent is the person performing the soaking.
3175,Soaking,Theme,cty_core,"The #Theme is the entity that changes location. 
<ex> Ellen <t>soaked</t> <fex name=""Theme"">the beans</fex> <fex name=""Medium"">in the water</fex>  <fex name=""Duration"">for 30 seconds</fex> .</ex>"
3178,Soaking,Medium,cty_core,"#Medium is the substance in which the #Theme is submerged.<ex>Bobby <t>soaked</t> the potatoes <fex name=""Medium"">in water</fex> overnight.</ex>"
3176,Soaking,Duration,cty_peripheral,The amount of time for which the #Theme is soaked.
3177,Soaking,Manner,cty_peripheral,The #Manner in which the #Agent soaks the #Theme.
3179,Soaking,Container,cty_peripheral,"This FE identifies the #Container that holds the #Theme which is submerged and the #Medium that it is in. 
<ex><t>soak</t> the potatoes <fex name=""Container"">in a medium-sized pan</fex>.</ex>"
3180,Soaking,Place,cty_peripheral,The #Place where the submerging occurs.
3181,Soaking,Time,cty_peripheral,The #Time when the #Agent soaks the #Theme.
3182,Soaking,Means,cty_peripheral,"The action of the #Agent that brings about the soaking.

<ex><t>Soak</t> the beans <fex name=""Means"">by placing the entire package, unopened, in the water</fex>.</ex>"
3183,Soaking,Purpose,cty_peripheral,The situation that the #Agent hopes to bring about by soaking the #Theme.
8895,Soaking_up,Item,cty_core,The #Item is the absorbant friendly thing that takes in the #Substance.
8896,Soaking_up,Substance,cty_core,The #Substance is the material that is taken in by the #Item.
8897,Soaking_up,Place,cty_peripheral,The location where the #Item takes in #Substance.
8898,Soaking_up,Time,cty_peripheral,When the #Item takes in #Substance.
8899,Soaking_up,Duration,cty_peripheral,For what length of time the #Item is imbued with #Substance.
8900,Soaking_up,Manner,cty_peripheral,The way in which the #Item soaks in the #Substance.
8901,Soaking_up,Degree,cty_peripheral,#Degree describes the extent to which a particular absorption event deviates from the norm.
900,Sociability,Protagonist,cty_core,"The Protagonist is the person whose sociability is being described. 
<ex><fex name=""Protagonist"">Pat</fex> is <t>sociable</t>.</ex>
<ex>Pat was a very <t>shy</t> <fex name=""Protagonist"">child</fex>.</ex>
<ex><fex name=""Protagonist"">Pat</fex> is a <t>loner</t>.</ex>
<ex>Everyone had heard about the <t>recluse</t> <fex name=""Protagonist"">SLF</fex> who lived on the hill. </ex>"
901,Sociability,Company,cty_core,"The Protagonist may be sociable, shy, outgoing, etc. when with particular Company (specific people or types of people).  Company usually occurs in a PP Complement with a target adjective: <ex>Kim is <t>shy</t> <fex name=""Company"">of strangers</fex>.</ex> 
<ex>The children are <t>friendly</t> <fex name=""Company"">to everyone they meet</fex>. </ex>"
902,Sociability,Content,cty_core,"The Protagonist may be sociable, shy, outgoing, etc. when in a particular situation, or about performing some action. 
<ex>Kim is <t>outgoing</t> <fex name=""Content"">when traveling alone</fex>.</ex>
<ex>Kim is <t>timid</t> <fex name=""Content"">about meeting new people</fex>. </ex>"
903,Sociability,Manner,cty_peripheral,Manner of performing an action
904,Sociability,Degree,cty_peripheral,Degree to which event occurs
13437,Sociability,Judge,cty_peripheral,Judge
13806,Sociability,Judge,cty_peripheral,"The individual whose point of view is taken in assigning the judgment denoted by the target.

<ex>Pongo is very <t>shy</t>, <fex name=""jud"">In my opinion</fex>.</ex>"
9232,Socially_significant_history_scenario,Event,cty_core,This FE identifies the event which occurs to create history.
9233,Socially_significant_history_scenario,Place,cty_peripheral,This FE identifies where the event takes place.
9234,Socially_significant_history_scenario,Time,cty_peripheral,This FE identifies the time when the event occurs.
9235,Socially_significant_history_scenario,Manner,cty_peripheral,"Any description of the event which is not covered by more specific FEs, including secondary effects (quietly, loudly) and general descriptions comparing events (the same way)."
9236,Socially_significant_history_scenario,Domain,cty_peripheral,The #Domain is (a characterization of) the type of event that is part of the #Event s history.
3569,Social_behavior_evaluation,Behavior,cty_core,The #Behavior is the action of the #Individual on which the evaluation of the #Individual s character is based.
3570,Social_behavior_evaluation,Individual,cty_core,The #Individual is the person whose #Behavior is being evaluated.
3571,Social_behavior_evaluation,Judge,cty_core-unexpressed,The individual whose point of view is taken in assigning the judgment denoted by the target.
3572,Social_behavior_evaluation,Degree,cty_peripheral,The extent to which the described Behavior deviates from the norm.
2415,Social_connection,Individuals,cty_core,#Individuals have a #Connection with each other.
2416,Social_connection,Individual_1,cty_core,#Individual1 has a social #Connection to #Individual_2.
2417,Social_connection,Individual_2,cty_core,#Individual2 has a relationship to #Individual_1.
2418,Social_connection,Connection,cty_core,#Connection is the personal relationship between #Individuals that keeps them involved in each other s lives.
2419,Social_connection,Type,cty_peripheral,#Type is the sub-category to which the #Connection belongs.
2420,Social_connection,Degree,cty_peripheral,This FE identifies the #Degree (strength or closeness) of the #Connection.
10487,Social_desirability,Evaluee,cty_core,"The #Evaluee is being judged for its quality.


<ex> <fex name=""Evaluee"">His shirt</fex> seems very <t>common</t> compared to their modern fashions.</ex>"
10488,Social_desirability,Degree,cty_peripheral,"This FE identifies the  #Degree to which the #Evaluee is judged good or bad.

<ex> His shirt seems <fex name=""Degree"">very</fex> <t>common</t> compared to their modern fashions.</ex>"
13801,Social_entity,Entity,cty_core,Entity
1395,Social_event,Attendee,cty_core,#Attendee is used for the people who come to the #Social_event.
1389,Social_event,Social_event,cty_core-unexpressed,This FE identifies the #Social_event itself.
1388,Social_event,Duration,cty_peripheral,This FE identifies the #Duration of time for which the #Social_event is ongoing.
1390,Social_event,Place,cty_peripheral,This FE identifies the #Place where the #Social_event occurs.
1391,Social_event,Time,cty_peripheral,This FE identifies the #Time when the #Social_event occurs.
1396,Social_event,Degree,cty_peripheral,This FE identifies the #Degree to which the #Social_event occurs.
1397,Social_event,Manner,cty_peripheral,This FE identifies the #Manner in which the #Social_event occurs.
9648,Social_event_collective,Attendees,cty_core,The #Attendees are the collectively construed participants of the social event.
9649,Social_event_collective,Degree,cty_peripheral,This FE identifies the #Degree to which the social event occurs.
9650,Social_event_collective,Duration,cty_peripheral,This FE identifies the #Duration of time for which the social event is ongoing.
9651,Social_event_collective,Manner,cty_peripheral,This FE identifies the #Manner in which the social event occurs.
9652,Social_event_collective,Place,cty_peripheral,This FE identifies the #Place where the social event occurs.
9653,Social_event_collective,Time,cty_peripheral,This FE identifies the #Time when the social event occurs.
9641,Social_event_individuals,Party_1,cty_core,#Party_1 is the grammatically more prominent participant in the social event.  #Party_1 can be one or more individuals.
9642,Social_event_individuals,Party_2,cty_core,#Party_2 is the grammatically less prominent participant in the social event.  #Party_2 can be one or more individuals.
9643,Social_event_individuals,Degree,cty_peripheral,This FE identifies the #Degree to which the social event occurs.
9644,Social_event_individuals,Duration,cty_peripheral,This FE identifies the #Duration of time for which the social event is ongoing.
9645,Social_event_individuals,Manner,cty_peripheral,This FE identifies the #Manner in which the social event occurs.
9646,Social_event_individuals,Place,cty_peripheral,This FE identifies the #Place where the social event occurs.
9647,Social_event_individuals,Time,cty_peripheral,This FE identifies the #Time when the social event occurs.
3578,Social_interaction_evaluation,Evaluee,cty_core,The #Evaluee is the person whose #Behavior towards other human beings is being evaluated.
3579,Social_interaction_evaluation,Affected_party,cty_core,The #Affected_party is the entity which is positively or negatively treated by the #Evaluee.
3580,Social_interaction_evaluation,Behavior,cty_core,The #Behavior is the action of the #Evaluee on which the evaluation of the #Evaluee s character is based.
3582,Social_interaction_evaluation,Topic,cty_core,The #Topic is the situation or person that the #Evaluee s #Behavior responds to or is related to.
3583,Social_interaction_evaluation,Expressor,cty_core,"The #Expressor is the body part or action by a body part which indicates the character of the #Evaluee.

<ex>She flashed me a <t>kind</t> <fex name=""Expressor"">smile</fex>.</ex>"
3585,Social_interaction_evaluation,Judge,cty_core-unexpressed,"The individual whose point of view is taken in assigning the evaluation denoted by the target.

<ex><fex name=""jud"">In my book</fex>, that wasn t very <t>gracious</t>.</ex>"
